author,date,kor_title,eng_title,kor_abstract,eng_abstract
손천택,2011.12,협동학습 구조의 변화에 따른 예비체육지도자의 정서경험 이해,Emotional experiences of prospective Leisure & sports coaches to be changed according to the structures of cooperative Learning,"본 연구는 협동학습모형을 대학의 예비체육지도자들에게 적용하여 수업구조의 변화에 따른 정서적 경험의 차이를 이해하는데 그 목적이 있었다. 구체적으로, ``과제 중심 협동학습``과 ``과제-보상 중심 협동학습``의 구조에서 수영을 수강하는 예비체육지도자들이 겪는 정서적 경험의 차이를 질적 연구를 통해 심층적으로 이해하는데 있었다. 연구를 수행하기 위하여 ""I""대학 예비체육지도자 8명을 연구 참여자로 선정하였다. 선정된 8명의 연구 참여자 가운데 4명은 ``과제 중심 협동학습 구조``에서 다른 4명은 ``과제-보상 중심 협동학습 구조``에서 선정하였다. 심층인터뷰, 참여관찰, 자유형 평가기준을 사용하여 수집한 자료를 연구주제와 관련하여 분류하고, 개념을 찾아 범주화 한 다음 주제를 도출하였다. 자료를 종합적으로 분석한 결과, 다음과 같은 결론을 얻었다.: 협동학습모형 중심의 수영수업을 수강하는 예비체육지도자들은 각 모두미가 자기 역할을 충실히 수행해 주는 것을 고맙게 생각하며, 학업에 대한 강한 책무성을 가지고 수업에 즐겁게 참여하는 가운데 전통적인 체육수업 못지않게 학습목표를 효과적으로 성취하고 있었다.","The purpose of this study was to understand the differences of emotional experiences that prospective leisure & sports coaches had while they were learning swimming skills. More specifically, the purpose of this study was to understand the emotional differences that prospective leisure & sports coaches experience in learning swimming skills of freestyle in two difference structures of cooperative learning, task centered learning structure and task-reward centered learning structure through qualitative research method. To do the research, 8 research participants were selected from in ""I"" university, 4 from task centered learning structure and 4 from task-reward centered learning structure. Data were collected through in-depth interview, participant observation and standards for evaluating the quality of freestyle swimming skills. The collected data were analyzed by segmenting the law data with respect to study theme, finding related concepts, categorizing similar concepts, to find major themes. On the basis of analyzing the collected data the following conclusions are drawn: prospective leisure & sports coaches were achieving learning objectives as effectively as very effectively as traditional physical education classes by participating in cooperative learning instruction enjoyably and pleasantly with strong accountability for academic achievement."
김성훈,2011.12,초등 체육전담교사의 적응유연성 척도 개발 및 타당성 연구,Development and validation of resilience scale for elementary physical education specialists,"본 연구는 초등 체육전담교사의 직업적 상황에 맞는 적응유연성 척도를 개발하고 그 타당성을 살펴보기 위하여 실시되었다. 연구대상자는 개방형 질문지를 위해 D광역시 초등 체육전담교사 50명, 집단면담 10명을 표집하였고 척도개발을 위하여 4개 지역에서 최근 5년 내 체육전담교사 경력 1년 이상인 교사 338명, 타당성 검증을 위한 대상자는 7개 지역 352명으로 하였다. 자료의 수집은 개방형 질문지, 집단면담, 설문지를 통해 이루어졌으며, 자료의 처리는 SPSS 14.0을 사용하여 탐색적 요인분석, 신뢰도 분석, 상관분석이 이루어 졌고, AMOS 17.0을 사용하여 확인적 요인분석과 다집단 요인분석이 이루어졌다. 연구결과 첫째. 개발된 체육전담교사 적응유연성 척도는 강인성(7문항), 대인관계 능력(5문항), 체육교사 효능감(5문항), 긍정적 기질(4문항), 사회적 지지(4문항)의 다섯 가지 하위요인, 총 25문항으로 구성되었다. 둘째, 개발된 척도는 확인적 요인분석에 의해 구인타당도가 검증되었고, 진로적응성, 스트레스 취약성 척도와의 상관분석에 의해 수렴타당도가 검증되었으며, 하위요인들의 AVE 값과 상관계수의 제곱을 비교하는 방법으로 변별타당도가 검증되었다. 또한 CD-RISC 척도와의 상관분석을 통해 공인타당도가 검증되었고, 교차타당도 검증(다집단 요인분석)을 통해 개발된 척도는 교육경력에 상관없이 사용할 수 있는 척도임이 나타났다. 본 연구에서 개발된 척도를 통해 체육전담교사들이 학교에서 겪게 되는 어려움을 이겨내는 힘이 어느 정도인지 알 수 있게 되고, 부적응교사들은 학교에 잘 적응하기 위하여 어떤 부분을 더 향상시켜야 하는지 알 수 있게 되며, 나아가 학교에서 겪게 되는 어려움들을 오히려 긍정적인 적응과 발전을 위한 발판으로 삼을 수 있는 계기가 되리라 기대한다.","The purpose of this study was to develop a resilience scale and examine its validity in the occupational situation of EPES (elementary physical education specialists). The participants for an open questionnaire were 50 EPES in D City. Group interviews were performed with 10 EPES. The participants for the development of scale were 338 teachers who had over a year`s experience as a EPES during the last 5 years in 4 districts, and the participants for validity test were 352 teachers in 7 districts. Data were collected by using an open questionnaire, group interviews, and survey. Collected data were analyzed by using SPSS 14.0 and AMOS 17.0. The results of this study are as follows. First, the developed resilience scale for EPES comprised 25 items of 5 sub-factors: ``hardiness``(7 items), ``interpersonal relation capability``(5), ``PE teacher efficacy``(5), ``positive temperament``(4), and ``social support``(4). Second, the developed resilience scale was proven to be valid. The construct validity of this scale was verified by confirmatory factor analysis. The convergent validity was verified by correlation analysis with a career adaptability scale and a stress vulnerability scale. The discrimination validity was verified by comparing average variance extracted (AVE) and the square of correlation between the sub-factors. The concurrent validity was verified by correlation analysis with the CD-RISC scale. It was proven by cross validity verification that the developed scale can be used regardless of educational career. Through the developed scale, EPES can understand how much effort is needed to overcome difficulties they have in school, and maladjusted teachers can understand what parts they should improve to adapt themselves to school. Furthermore, they may take difficulties in school as a springboard to opportunities for positive adaptation and improvement."
권민정,2011.12,수업컨설팅 경험을 통한 중학교 체육교사의 전문성 요소 탐색,Research on physical education teachers` professional factors in middle school according to practicing experiences of instruction consulting,"최근 학교 현장에서는 교사의 전문성 향상을 위한 방법으로 수업컨설팅이 주목받고 있다. 참여 교사 간 수평적 관계를 기본 원리로 강조한다는 점에서 기존의 수업 장학과는 차이가 있기 때문에 변화의 필요성이 요구되는 교육 현실에서 수업컨설팅은 변화된 교사 전문성 향상 방법이 될 수 있다. 이에 본 연구는 중학교 체육교사의 수업컨설팅 경험을 토대로 체육교사의 전문성 요소를 탐색하고 체육교육 현장에 시사점을 제공하는데 목적을 두었다. 연구목적을 달성하기 위해 연구참여자로 서울·경기도 지역 소재의 중학교에 근무하고 있는 체육교사를 컨설턴트와 컨설턴티로 구분하여 유목적적 표집법으로 3명씩 선정하였다. 자료수집을 위해수업관찰, 심층면담, 문서 및 동영상 자료 수집 등 실행연구의 삼각검증에 의한 질적 자료 수집 기법을 적용하였으며, 자료분석을 위해 영역분석, 분류체계 분석, 대조집합 분류질문을 통한 분류를 실시하고, 연구참여자들간 교차 검토 및 삼각검증을 통해 진실성을 확보하였다. 연구 결과 수업컨설팅 경험을 통해 드러난 중학교 체육교사의 전문성 요소로는 체육교사의 전문성에 대한 재인식, 체육 수업의 재개념화, 반성적 탐구의 실천 능력, 동료 문화의 형성 능력, 자발적 참여 의지의 소유로 나타났다. 결과적으로 체육교사는 수업컨설팅 경험을 통해 교과 특성상 나타나는 맥락적 요인에 따른 체육교사의 전문성 요소를 파악해 나가고 있었으며, 이러한 연구 결과는 체육 교과만의 전문성 확립을 위한 기본 토대가 될 수 있을 것이다.","This study had the purpose of investigating into a physical education teacher`s professional factors on the basis of middle school PE teachers` practicing experiences in instruction consulting, and providing implications to the arenas of physical education. This study selected 6 PE teachers, who worked for middle schools located in Seoul, Gyeoggi-do, as the participants in this research by classifying the PE teachers into 3 consultants and 3 consultantees through purposive sampling. For collecting the data, this study applied the qualitative action research based on triangulation of action research, such as empirical data from class observation, data questions from in-depth interview, and examination through collecting papers and video data; for data analysis, this study did data classification through the analysis of realms, the taxonomic analysis and classifying questions for a contrast set, and finally secured trustworthiness of the data through the review and triangulation between research participants. The research findings show that there exist PE teachers` new understanding of professionalism, re-conceptualization of PE class, practicing ability of reflective exploration, forming ability of peer culture, possession of the will for a voluntary participation, etc. as the factors in professionalism of the middle school PE teachers, which were exposed through practicing experiences in instruction consulting. Consequently, PE teachers were found to be understanding the factors in professionalism as a PE teacher consequent on the contextual factor appearing by the characteristics of the subject according to their practicing experiences in instruction consulting, and these research findings could be a fundamental basis for the establishment of the professionalism of PE subject`s own."
김도연,2011.09,독일 체육교사 양성 및 현직교육에 대한 고찰,An exploratory analysis on the teacher education program in Germany,"본 연구는 독일의 체육교사 양성교육에 대한 고찰과 더불어 현직교사 재교육 제도를 살펴봄으로써 독일의 체육교사 교육에 대한 이해를 돕고 우리나라 체육교사교육 현실에 시사점을 제공하는 데 목적이 있다. 독일중등학교 체육교사가 되기 위해서는 우선, 두 개의 전공교과목을 선택하여 이수해야 하고 연방주에 따라 다소 상이하나 일반적으로 9-10학기 과정을 거친 후 제 1차 국가시험을 치르게 된다. 시험에 통과한 예비교사는 중등학교에 배치되어 2년간의 교원 직무실습을 통해 현직교사와의 세미나 수업, 수업 보조 업무 및 실제수업을 담당하게 되고 2차 국가시험을 통과하면 교사자격증이 부여된다. 교사자격증은 5년간 유효하며 현직교육(직무연수 및 재교육)을 통해 5년마다 갱신 받을 수 있다. 독일은 정부차원의 또는 대학 및 기관차원에서의 다양한 현직교육 통로가 제공되고 그 비중이 점점 강화되고 있다. 한국 체육교사교육에 주는 시사점은 첫째, 독일의 체육교사 양성교육과정 가운데 첫 학기에 제공되는 교직적성 관련 실습처럼 우리나라에서도 가능한 빨리 현장을 접하도록 하여 자신의 진로 적성에 대한 판단을 내릴 수 있도록 해야 한다. 둘째, 독일의 교직 실무실습의 교육연한과 내용에 견주어 볼 때 우리나라의 교생실습도 기간의 조정 및 현장감 있는 내용으로 조정되어야 할 것이다. 셋째, 의무적 현직교육을 통해 교사자격검증이 수행되어야 한다. 마지막으로 최근 우리나라에서도 학교와 지역사회 체육의 연계방안이나 학교스포츠클럽 운영 등에 주력하고 있는 데 독일 체육교사에게 의무적으로 요구되는 지역사회체육 현장경험이 현직 교사들에게 요구된다.","This review aims at providing an overview of the German college education system for building P. E. teachers. Since P. E. teachers in German secondary schools should teach not only physical education but also an additional subject, candidate students should have completed the curriculums of two college majors to be qualified as a prospective P. E. teacher. Although the curriculums vary with federal states, the German teacher building system requires prospective teachers to have completed the course work of nine to ten semesters before taking the first national examination. Prospective teachers who have passed the first examination go through further capacity building programs including various forms of seminars and P. E. practices in a couple of secondary schools before taking the final qualification examination. In Germany, the government, universities and other educational institutions provide various and increasingly more opportunities for reeducating teachers. The German case can be used to improve P. E. teacher education and reeducation programs in Korea. First prospective teachers need to get experience as early as possible that they can determine their job aptitude. Second, the duration of internship head to be charged to reflect school conditions in Korea. Third, teacher qualification can be enhanced through compulsory participation in teacher reeducation programmes. Finally, P.E. teacher need to acquire experiences from community sports activities to strengthen the connection between school and community Sports."
전용진,2011.09,'교육과정 개발자' 관점에서 바라본 체육교사의 교육적 성장과 교육과정 실천의 의미,The educational growth of physical educator and the meaning of curricular practice to review with the perspective of curriculum developer,"학교 교육의 맥락에서 좋은 수업은 개념적으로 ``교육과정 실천``과 깊은 관련을 갖는다. 체육교육 분야에서의 교육과정 실천 연구는 교육과정 문서에 충실한 실천을 지나, 현재 ``교육과정 개발자로서의 교사``로 개념화하며, 좋은 교사 및 수업의 특성들을 제시하고 있다. 그러나 교육과정 실천 연구들은 대개 횡단적 성격의 연구로서, 교육과정 실천의 변화 과정이나 그 속에서 나타나는 교사의 교육적 성장 등에 교육적 의미를 제공하지 못한다. 이에 이 연구에서는 교육과정 개발자로서의 면모를 가지고 있는 연구 참여 교사(Y 교사)의 교육적 성장과정을 생애사적 맥락에서 살펴보고, 이를 통해, 첫째, 교육과정 실천 단계 및 성장의 주요 경험들을 확인하고, 둘째, 교사의 성장과 교육과정 실천의 의미를 살펴보는 한편, 셋째, 좋은 교사로 성장하는데 기여할 수 있는 시사점을 찾고자 하였다. 연구 결과, Y 교사의 교육과정 실천은 도구적 실천, 기능적 실천, 반성적 실천, 교육과정 개발자로서 실천으로 나타났다. 이러한 Y 교사의 교육적 성장 과정은 곧 교육과정 개발자로 성장하는 과정으로 볼 수 있으며, 주요 경험으로 ``만남의 경험``, ``소통의 경험``, ``학습의 경험`` 등을 발견할 수 있다. 이상의 결과를 토대로, 교사의 교육적 성장에 있어 소통의 문화의 중요성을 강조하며, 실천적 방안을 제안하였다.","Conceptually, a good teaching in school education should be deeply related with a curriculum practice A curriculum practice have been reconceptualized in ``a teacher as curriculum developer`` over concept of fidelity in a field of physical education. So, The traits of a good teacher and teaching were provided in basis of the context. However, the studies in relation with curriculum practice had attributions of ``crossing``, consequently, those had limits, as like that could not explain the changed process of curriculum practice and educational growth of the teacher. So, in this study I would examine Y teacher who had features as curriculum developer with a methodological perspective of Life Story. The purposes of this study were, firstly, to make sure of the steps of curriculum practice and the main experiences of growth, secondly, to examine the relational meanings of growth of teacher and curriculum practice, thirdly, to provide educational suggestions to contribute to growth of teacher in active service. Y teacher`s curriculum practice were emerged as an instrumental practice, a functional practice, a reflective practice, a creative practice. The main experiences in the process of educational growth was showed as an experience of meeting, an experience of communication, an experience of learning. Lastly, I emphasized on a necessity of communicational culture between teachers, and provided practical plans for that."
신창훈,2011.09,공부하는 학생선수 지원 사업에 대한 대학 운동선수의 인식,College athletes` perception on athlete study support program,"본 연구의 목적은 ``공부하는 학생선수 지원 사업``에 대한 대학운동선수의 인식을 알아보아 향후 공부하는 학생선수 육성프로그램의 개발 및 활용에 도움을 주고자 하는 것이다. 본 연구의 목적을 달성하기 위해 J도에 소재하고 있는 국립대, 사립대, 전문대학 운동선수 72명을 대상으로 고등학교시절 운동에 관한 기본환경 조사와, ``공부하는 학생선수 지원 사업``의 기본방향과 지원내용을 반 구조화된 설문지를 통하여 조사한 후 귀납적 범주 분석방법으로 자료를 처리하였다. 연구결과는 다음과 같다. 1)사업의 운영방향 측면에서 ``선수시절 운동과 학업을 병행 하면서 느낀 어려움``은 신체적요인(50%), 교육적요인(27.7%), 훈련지원관련요인(15.2%)순으로 나타났으며 ``운동과 공부가 병행될 때 경기력저하`` 우려에 대한 의견은 육체적 요인(44.5%), 개인의 능력요인(23.5%), 시간적 요인(21%)순으로 나타났다. 또한 ``각종대회가 평일을 피해 주말과 방학에 개최될때`` 의견은 자유시간 부족(48.5%), 대회운영요인(25%), 대회준비요인(22.1%)순으로 나타났으며, ``운동과 공부 병행시 학생선수가 노력할 부분``의 의견은 개인의 열정과 노력(68%), 인식의 변화(22%)순으로 나타났다. 2)사업의 지원내용 측면에서는 ``우선 지원되어야 할 스포츠시설``의 의견은 체육시설지원(61%), 운동 환경 지원요인(31.5%) 순으로 나타났으며, ``학부모 자비부담의 의견``은 금전적 부담(47%), 개인 환경적 요소(29%), 회계행정요인(23%) 순으로 나타났다. 또한 공부하는 학생선수사업에서 ``의견수렴의 주체``는 누구냐는 의견에는 학생선수자신(58%), 부모님(8.2%), 지도자(2.8%)순으로 나타났으며, ``심리기술훈련의 효과``에 관한 의견에서는 효과가 있다(88.8%), 없다(2.8%)순으로 나타났다.","The purpose of this study was to find out the perceptions of college athletes on the Athlete Study Support Program (ASSP) in order to suggest ideas and information for the development and/or application of ASSP afterwards. To accomplish the purpose of study, 72 college athletes were selected by purposive sampling from three different types of colleges in Jeonbuk province. The three different types of colleges were university, college and junior college level. The subjects were asked by semi-structured questionnaire about the athletes` basic back ground on their career during their high school hood. Collected data were processed by inductive categorial analysis. Followings were the results of the study; 1) In the managerial aspects of the ASSP, a)the athletes felt physical difficulties (50%), educational difficulties (27.7%), and training support related difficulties (15.2%) during they were performing their role both player and student, b)the athletes perceived in terms of performance incapability when they were doing their role both player and student mostly physical reason (44.5%), personal capacity reason (23.5%), and time limit (21%), c)the athletes` thoughts of competing all the games during vacation were lack of free time(48.5%), game managerial problems (25%), game preparation problems (22.1%), and d) the athletes were perceiving that they need to make more effort(68%) and change perception(22%). 2) In the supporting aspects of ASSP, a)the athletes thought that the supporting priority regarding sport facilities and equipments should be sport facilities(61%) and environmental support(31.5%), b) they perceived about parental finance support of training that financial burden(47%), personal environmental problems(29%), and managerial and accounting problems(23%), c) They perceived that central body of opinion leader of ASSP should be the player themselves(58%), parents(8.2%), and their coach(2.8%), d) finally the athletes perceived that psychological training was effective (88.8%), and ineffective(2.8%). Following suggestions were made through the study; the project like ASSP should be executed after thorough need assessment of players, coaches, and parents, and the effects of the project should be verified."
이경환,2011.09,초등학교 스포츠강사의 일상에 관한 연구,A study on sports instructors daily Live in elementary school,"본 연구는 초등학교 스포츠강사들의 학교생활에 관한 것으로 연구의 목적은 스포츠강사들의 학교 내 일상적 삶에 대한 이해와, 스포츠강사 제도의 발전적 운영 방안을 위한 기초 자료를 제공하는데 있다. 연구는 질적연구 방법을 사용하였으며, 자료의 수집과 분석은 2010년 12월부터 2011년 3월까지 약 4개월 동안 집중적으로 진행되었다. 자료의 진실성은 다각도 접근법과 동료들 간의 검토, 연구 참여자들과의 검토를 통해 확보하였다. 연구의 제보자로는 S시에 근무하고 있는 초등학교 스포츠강사들 중 교육지원청을 달리한 3명의 스포츠강사들을 선정하였다. 연구의 결과는 첫째, 제보자들은 비정규직이지만 아침에 출근할 곳이 있다는 것에 감사하고 있었다. 둘째, 출근 후 수업 준비에 있어서는 담당 교사들과의 원활한 의사소통 부재 때문에 힘들어하고 있었다. 셋째, 수업은 담임교사 없이 스포츠강사가 전적으로 알아서 하는 경우와 담임교사가 스포츠강사를 보조하는 경우, 담임교사가 보조의 역할을 대부분 하고 가끔 수업에서 주도적 역할을 하는 경우로 3명의 강사 모두 달랐다. 넷째, 정규 수업 후에는 방과 후 프로그램과 그 외 업무를 하고 있었다. 다섯째, 제보자들은 10개월 단위 계약직에 대해 많은 불만과 감사를 동시에 가지고 있었으며, 조심스럽게 앞으로 초등학교에서 스포츠강사들의 정규직화를 바라고 있었다. 스포츠강사 제도의 발전적 운영 방안으로는 스포츠강사와 협력 수업이 가능한 체육교과전담 교사의 확대 배치와 담임들의 체육에 대한 인식제고, 스포츠강사들의 신분보장과 처우개선, 효율적이고 효과적인 초등학교 체육 수업을 위한 자료 개발과 장학지도가 제안되었다.","This study on sports instructors was aimed at both understanding their daily lives in schools and offering basic information for enhanced management of the sports instructor system. This study used a method of qualitative research, and had intensively collected and analyzed data from December 2010 to March 2011. Credibility of the data was obtained by using a diversified approach and an examination between co-workers and researchers. The study selected three sports instructors working in different metropolitan offices of education in S city as informants. First, the study said that despite their status as temporary workers, all three informants are thankful that they can go to work every day. Second, they had difficulty commuhacating effectively with teachers. Third, each informant had a different kind of careac- Instructor 1 teaches students entirely without a homeroom teacher. Instructor 2 teaches students, receiving a homeroom teacher`s assistancet alty cothe case of instructor 3, a homeroom teacher mostly assists, but occasier`sly parys a leading role in carea. Fourth, all of them are taking on after-school careaes and other duties. Fifth, they are satisfied with their work, but at the same time they ware also dissatisfied with the ten-month contract and hoping to be hired ad manently. Icothis paper the following recommendations will be made for the improvement of the sports instructors system in Elementary School; add more placements of physical education subject teachers who can co-teach, guarantee sports instructors` status and improve their labor conditions, raise homeroom teachers` awareness of physical education subject, and develop effective materials and support system for physical education in elementary schools."
김상우,2011.09,중학교 체육교사의 축구스포츠클럽 지도경험에 대한 문화기술적 이해,"An ethnographic understanding of middle school physical education teachers` experiences coaching ""school sports club""","이 연구는 ``l 미들스타리그``에 참가하는 중학생들을 지도하는 체육교사의 경험세계를 심층적으로 이해하는데 목적이 있었다. 연구 과제를 수행하기 위하여 ``I 미들스타리그``를 운영하는 ``I``지역의 공립 중학교에 근무하는 남자 체육교사 5명을 연구 참여자로 선정하였다. 2010년 5월부터 10월까지 참여관찰, 심층면담, 연구일지, 기타 관련 자료를 수집하였다. 수집된 자료를 반복적으로 읽으면서 연구 참여 체육교사에 대한 이해의 지평을 넓힌다음 연구내용과 관련된 부분을 분할하여 개념을 찾고 확인된 개념들을 범주화하였다. 자료를 분석한 결과 학교스포츠클럽을 지도하는 체육교사들은 두 가지 중요한 경험을 하고 있었다. ``I미들스타리그``에 참가하는 중학생들을 지도하는 체육교사들은 스포츠클럽 활동에 ``걸림돌``이 되는 과도한 학력 중시풍토, 학부모의 편향된 교육열, 부가된 지도책무와 같은 어려움들이 해결되면 체육교사의 지도활동이 교학상장의 기회가 되고, 교수내용지식을 확장할 수 있는 기회 즉, 교사의 전문성 향상을 위한 ``디딤돌``이 될 수 있다는 생각을 하고 있었다.","The purpose of this study is to deeply understand physical education teachers`` experiences coaching middle school students participating in ``I Middle Star League`` in the area of ``I`` metropolitan city. To achieve the suggested research purpose, five physical education teachers are purposefully selected. Selected physical education teachers are working for middle school and coaching students participating in ``I Middle Star League``. Data are collected through participant observation, in-depth interview and related documents for six months from May to October, 2010. On the basis of analyzing coded data, the two conclusions are drawn. First, the physical education teachers coaching students participating in ``I Middle Star League`` are thinking that such obstacles as serious consideration of academic ability, excessive zeal for children``s education and added coaching accountability make the management of school sport club difficult. Second, physical education teachers make use of the coaching middle school students participating in ``I Middle Star League`` as a steppingstone to learn by teaching and to develop pedagogical content knowledge."
고전규,2011.09,스포츠강사제 도입에 따른 초등교사의 체육수업 진행 유형,Types of physical education class by the elementary school teacher according to introduction of sports Lecturer system,"본 연구는 스포츠강사제 도입 이후에 초등학교 체육수업은 어떻게 이루어지고 있으며, 교사들은 어떻게 체육수업에 참여하고 있는지를 심층적으로 파악하기 위하여 스포츠강사가 참여하는 체육수업을 직접 관찰하고 연구 참여자들의 심층면담을 통해 자료를 수집하고 분석하였다. 스포츠강사가 참여하는 초등학교 체육수업은 스포츠강사가 전담하여 수업이 이루어졌으며, 수업내용이나 수업구성에 대한 사전협의는 전혀 이루어지지 않았다. 또한 수업내용이 담임교사가 즉흥적으로 또는 임의대로 결정하거나 아무런 계획 없이 ``그때그때``학생들이 원하는 활동으로 전개되고 있었다. 담임교사들의 체육수업 진행 유형은 스포츠강사가 수업을 주도하면 옆에서 학생이 되어 수업활동에 참여하는 ``활동 참여형``, 학생들을 인솔하여 수업이 진행되면 더 이상 체육수업에 관련된 활동은 하지 않으며, 대부분의 담임교사들은 복장마저 갖추지 않고 운동장에 나와 수업이 이루어지는 과정을 지켜보는 ``관망형``, 스포츠강사에게 수업을 맡기고 교실로 들어가 버리거나 아예 학생들만 보내며, 수업 중간 중간에 안전사고를 대비하여 잠깐 살펴보는 ``회피형``, 체육수업이 이루어지는 동안 일기검사나 학교잡무를 하는 ``업무 처리형``으로 나타났다.","This study aimed to explore how physical education class in the elementary school is done, how teachers participate in physical education class since introduction of sports lecturer system. To do this, observation diary and in-depth interviews for study participants were used-observation diary was made through direct observation and recording of physical education class where teacher in charge of a class and sports lecturer had co-teaching in the author``s working school. Sports instructors were fully in charge of physical education classes in elementary school, and contents and composition of teaching were not previously discussed. Or the teaching contents were decided on impulse by teachers in charge or as they pleased. In some cases, the classes were proceeded in ``case by case`` without any plan as students wanted. The participation types of teachers in charge for physical education classes were as follows. First, there was ``activity participation type`` where a teacher oneself attended a class as a student, when a sports instructor led a class; ``fence-sitting type`` where once a class began, a teacher did not have any activity related to physical education class, most of teachers did not put on clothes fit to the class and only watched procedures of class led by a sports instructor in a playground; ``evasion and job handling type`` where a teacher assigned a sports instructor a class and returned to a class room, in some case, a teacher sent students only to a playground, or watch the class for a little while to prevent safety accident, or checked a diary, did miscellaneous work during class."
최의창,2011.06,체육전문인 전문성의 재검토,Reexamining professionalism of sport professionals: The role and education of the spiritual dimension,"체육에 대한 사회적 수요가 증가하고 있다. 체육서비스의 질에 대한 기대도 높아지고 있다. 높아진 체육수요자의 기대, 그에 따라 더 높아진 서비스의 질을 만족시킬 수 있는 새로운 체육전문인, 우수한 자질의 체육전문인이 요청되고 있다. 지금까지 체육전문인을 양성해온 패러다임과는 다른 교육철학과 교육방법을 찾아내야한다. 이를 위해서는 최근 의사, 교사, 간호사, 약사, 변호사 등 전문인 교육에 주목하면서 21세기 봉사전문직으로서 체육전문인 양성교육의 나아갈 방향을 살펴볼 필요가 있다. 최근의 전문인교육에서는 전문성을 새롭게 규정한다. 전문성에 지식과 기능의 능력적 차원만이 아니라, 감성과 덕성을 포함하는 심성적 차원이 포함된다고 본다. 특히, 봉사전문직에서는 그동안에 심성적 차원에 대한 고려가 부족했음을 인정하고, 훌륭한 전문적 서비스를 제공함에 있어서 전문인의 인간적 덕목과 윤리적 소양을 제고하기 위한 각별한 노력을 기울이고 있다. 본 연구의 목적은 체육에 있어서 심성적 차원의 전문성은 무엇이며 그것은 어떻게 함양될 수 있는지를 탐색해보는 것이다. 우선 체육전문성에 대한 그 동안의 논의가 어떻게 진행되어왔는가를 살펴본다. 곧 이어 전문성에 대한 보다 최근의 연구가 어떻게 이루어지고 있는가를 교사교육과 의사교육 분야를 중심으로 알아본다. 그리고 체육전문성에 있어서 심성적 차원의 특징은 무엇이며 그것을 향상시킬 수 있는 교육방법은 어떤 것이 있는가를 파악해본다. 마지막으로 체육전문성의 향상을 위해 반드시 요청되는 연구노력과 실천노력을 제안한다.","The social demand of sport is increasing. The expectation of sport service gets higher. The demand for the excellent sport professionals who can fulfill the expectations and demand from the society and people is also rising. A new educational paradigm different from the one that has been used for the education of current professionals is needed. Recently the areas of teacher education, medical education, nurse education and pharmacy education have begun to examine the purposes and methods of educating their respective professionals. It is the intent of this study that a reexamination of sport professionals based on the new professionalism supported in such areas of medicine, teaching, pharmacy and nursing. A new emphasis on the spiritual dimension of sport professionals is placed in this approach. First, the discourse on the sport professionalism so far is examined. Second, a review on the more recent research on the professionalism in medicine and teaching is conducted. Third, the content of the spiritual dimension in sport professionals is identified. Fourth, the strategies for teaching the spiritual aspects of sport professionals are outlined. Lastly, some directions for the future research and proactice are provided."
우지만,2011.06,한 중등체육교사에 대한 생애사 연구,A study on the Life history of a secondary school physical education teacher,"본 연구는 한 중등체육교사의 초임시절부터 현재까지의 교직 생애에 대한 변화 과정을 살펴보고, 그 교육적 의미와 가치를 밝히는 것이며, 예비교사나 현장교사에게 지침이 될 수 있는 기초 자료를 제공하는데 목적이 있다. 이를 위해 25년의 체육교사 경력을 가진 J교사를 대상으로 생애사적 연구를 실시하였으며, J교사의 수업활동과 일지, 그리고 심층 면담을 통해 자료를 수집하고 분석하였다. 그 결과 첫째, J교사는 교직 경력이 더해 갈수록 왜 교사가 되었고, 교사로서 무엇을 해야 하는지에 대해 점차 확고한 목적성과 정체성을 형성해 가고 있었다. 둘째, 다양한 교직 경험을 통하여 학생을 바라보는 관점이 변화되었고, 승진과 정년에 대해서도 남다른 가치관을 형성하고 있었다. 셋째, 자신이 운영하는 체육수업은 항상 학생에게 초점이 맞춰져 있었으며, 규제보다 창의와 자발성을 강조하는 활동 시간이 되도록 노력하고 있었다. 넷째, 체육수업에 대한 끊임없는 연구 자세로 수업 내용으로의 새로운 스포츠에 대한 개발과 적용을 통하여 차별화된 수업을 실천하고 있었다.","This study is about the value formation process for classes which is based on a secondary physical education teacher`s course of study transit from the first appointment to the present. To study this, life-long history research was done targeting a 25-year-career physical education teacher ""J"". Collection and analysis for materials is done through ""J"" teacher`s classes, journals, and text analysis for interview materials, and collected data were analyzed through scores of in-depth interviews. The results of the study are as follows: First, teacher ""J"" has had firmly objective and identity for why he became a teacher on his own, what he should do. Second, he has formed the prominent values for the viewpoint for students, promotion and retirement through various career experiences. Third, his field classes are always students-oriented, emphasized creativity and spontaneity rather than regulation for students, and are places for continuous new sports study. Fourth, the maximal academic achievement is exerted through new sports entries trial in the field classes."
